location,total_sqft,bath,bhk,price_per_sqft,price
Dasarahalli,1300.0,2.0,2,3846.153846153846,50.0
Hosakerehalli,1200.0,1.0,1,12500.0,150.0
Thubarahalli,1216.0,2.0,2,6578.9473684210525,80.0
Tumkur Road,1459.0,2.0,3,7539.410555174777,110.0
Jakkur,1622.0,2.0,3,4932.182490752158,80.0
Kanakpura Road,1843.0,3.0,3,4612.045577862181,85.0
Badavala Nagar,1274.0,2.0,2,6357.9277864992155,81.0
other,600.0,1.0,2,8666.666666666666,52.0
Malleshpalya,1430.0,2.0,3,4860.1398601398605,69.5
Begur Road,1565.0,2.0,3,3700.3194888178914,57.91
other,1670.0,3.0,3,9580.838323353293,160.0
Lakshminarayana Pura,1695.0,3.0,3,8849.557522123894,150.0
other,1410.0,2.0,2,5319.148936170212,75.0
Kengeri Satellite Town,1060.0,2.0,2,3962.264150943396,42.0
Sarjapur  Road,1120.0,2.0,2,4464.285714285715,50.0
Hosa Road,880.0,2.0,2,5681.818181818182,50.0
Jalahalli,1083.0,2.0,2,3000.0,32.49
Dodda Nekkundi,1435.0,3.0,3,3986.062717770035,57.2
Doddakallasandra,1425.0,2.0,3,3999.2982456140353,56.99
Arekere,900.0,2.0,2,5555.555555555556,50.0
Thanisandra,693.0,1.0,1,4949.494949494949,34.3
Iblur Village,1920.0,3.0,3,7812.5,150.0
Electronic City,630.0,1.0,1,7460.31746031746,47.0
Bisuvanahalli,1075.0,2.0,3,4651.162790697675,50.0
Nagavarapalya,705.0,1.0,1,7801.418439716312,55.0
other,1200.0,2.0,3,6299.999999999999,75.6
Mahadevpura,1532.0,2.0,2,4046.9973890339425,62.0
Rajiv Nagar,1330.0,2.0,2,6992.481203007519,93.0
Sarjapur  Road,1530.0,2.0,3,3921.5686274509803,60.0
Kasavanhalli,1105.0,2.0,2,3800.9049773755655,42.0
1st Phase JP Nagar,1566.0,2.0,2,11494.252873563219,180.0
Harlur,1630.0,3.0,3,5834.355828220859,95.1
5th Phase JP Nagar,1256.0,2.0,2,5000.0,62.8
Brookefield,1595.0,2.0,3,4702.194357366771,75.0
7th Phase JP Nagar,1000.0,2.0,2,5300.0,53.0
Poorna Pragna Layout,1475.0,2.0,3,3999.322033898305,58.99
Electronic City Phase II,1000.0,2.0,2,2888.0,28.88
Uttarahalli,1737.0,2.0,3,5469.199769717904,95.0
Electronic City Phase II,1000.0,2.0,2,2888.0,28.88
other,2100.0,4.0,4,7142.857142857143,150.0
Mysore Road,883.0,2.0,2,5662.5141562853905,50.0
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
BTM Layout,1776.0,2.0,3,4222.972972972973,75.0
Anjanapura,1347.0,2.0,3,2800.2969561989607,37.72
Whitefield,1330.0,2.0,3,4135.338345864661,55.0
other,600.0,2.0,2,20000.0,120.0
Harlur,1459.0,3.0,3,9252.912954078136,135.0
Gubbalala,1008.0,2.0,2,3199.404761904762,32.25
other,1200.0,2.0,2,4375.0,52.5
Electronic City,660.0,1.0,2,2348.4848484848485,15.5
Yelahanka,1405.0,2.0,2,3600.0,50.58
Yelahanka,602.0,1.0,1,4318.936877076412,26.0
Marathahalli,1710.0,3.0,3,5847.953216374269,100.0
JP Nagar,1500.0,2.0,3,5466.666666666667,82.0
other,1539.0,3.0,3,3898.635477582846,60.0
Judicial Layout,1100.0,2.0,3,4818.181818181818,53.0
Raja Rajeshwari Nagar,1151.0,2.0,2,4257.167680278019,49.0
other,920.0,2.0,2,5000.0,46.0
Kathriguppe,1350.0,3.0,3,5800.0,78.3
Bannerghatta Road,1200.0,2.0,2,5416.666666666667,65.0
Thanisandra,1265.0,2.0,2,6166.00790513834,78.0
Sarjapur  Road,1700.0,3.0,3,5500.0,93.5
Ramamurthy Nagar,1600.0,3.0,3,4687.5,75.0
other,1550.0,4.0,4,7741.935483870968,120.0
R.T. Nagar,1560.0,3.0,3,8012.820512820513,125.0
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
Raja Rajeshwari Nagar,1200.0,4.0,4,13333.333333333334,160.0
Sarjapur  Road,1403.0,3.0,3,3991.4468995010693,56.0
Doddakallasandra,1010.0,2.0,2,3999.009900990099,40.39
Tumkur Road,1416.0,3.0,3,6638.418079096045,94.0
Kanakpura Road,1628.0,2.0,2,4176.904176904177,68.0
7th Phase JP Nagar,1680.0,3.0,3,7440.476190476191,125.0
Doddathoguru,1595.0,3.0,3,3887.1473354231975,62.0
Kanakpura Road,1507.0,2.0,3,6303.9150630391505,95.0
Hennur Road,1949.0,3.0,3,6824.012314007183,133.0
Electronic City Phase II,1000.0,2.0,2,2888.0,28.88
other,905.0,2.0,2,5524.861878453039,50.0
Kaikondrahalli,1605.0,3.0,3,6542.056074766355,105.0
Bommanahalli,1290.0,2.0,2,5658.914728682171,73.0
Yelahanka,1100.0,2.0,2,5454.545454545455,60.0
Electronics City Phase 1,995.0,2.0,2,5005.025125628141,49.8
Gottigere,1425.0,2.0,3,3298.245614035088,47.0
other,1455.0,2.0,3,3780.0687285223366,55.0
other,550.0,1.0,1,4181.818181818182,23.0
Uttarahalli,1385.0,2.0,3,3500.361010830325,48.48
other,1060.0,2.0,2,5000.0,53.0
other,1080.0,2.0,3,6944.444444444444,75.0
HBR Layout,1783.0,3.0,3,7010.656197420079,125.0
Haralur Road,1520.0,2.0,3,5921.0526315789475,90.0
Sarjapur  Road,1060.0,2.0,2,5188.679245283019,55.0
Raja Rajeshwari Nagar,1267.0,2.0,2,4289.6606156274665,54.35
Whitefield,1155.0,2.0,2,4761.9047619047615,55.0
Bannerghatta Road,1240.0,2.0,2,5241.935483870968,65.0
other,1570.0,3.0,3,4968.152866242038,78.0
NGR Layout,1019.0,2.0,2,4504.41609421001,45.9
Whitefield,1355.0,3.0,2,5608.856088560886,76.0
other,1537.0,3.0,3,7156.79895901106,110.0
Raja Rajeshwari Nagar,1550.0,3.0,3,3383.8709677419356,52.45
Raja Rajeshwari Nagar,1100.0,2.0,2,4545.454545454545,50.0
other,1750.0,3.0,3,8571.42857142857,150.0
9th Phase JP Nagar,1466.0,2.0,2,4843.110504774898,71.0
Rachenahalli,1550.0,3.0,3,4677.419354838709,72.5
Kengeri,540.0,1.0,1,4166.666666666667,22.5
8th Phase JP Nagar,950.0,3.0,3,13684.21052631579,130.0
other,1020.0,2.0,2,4705.882352941177,48.0
Hebbal,1987.0,4.0,3,8303.975842979366,165.0
Hoodi,1305.0,2.0,2,5747.126436781609,75.0
Sarjapur,2100.0,3.0,4,5952.380952380952,125.0
Electronic City,1125.0,2.0,2,2888.8888888888887,32.5
Horamavu Banaswadi,1225.0,2.0,2,4040.816326530612,49.5
Hennur,1255.0,2.0,2,4422.310756972111,55.5
other,1191.0,2.0,2,7556.675062972292,90.0
Electronic City,1165.0,2.0,2,2887.5536480686696,33.64
other,865.0,2.0,2,4058.9595375722542,35.11
Nagarbhavi,1850.0,2.0,3,4756.756756756757,88.0
Hennur Road,1232.0,2.0,2,7224.025974025974,89.0
Thanisandra,1732.0,3.0,3,4949.769053117783,85.73
Yelahanka,1614.0,2.0,3,6195.786864931846,100.0
Magadi Road,600.0,1.0,2,3666.6666666666665,22.0
Thigalarapalya,2072.0,4.0,3,7480.694980694981,155.0
Electronic City,919.0,2.0,2,3699.6735582154515,34.0
other,2100.0,4.0,4,4285.714285714285,90.0
Marsur,1200.0,3.0,3,12500.0,150.0
other,1000.0,2.0,2,4200.0,42.0
Whitefield,1216.0,2.0,2,6167.763157894737,75.0
Lingadheeranahalli,2245.0,4.0,4,6859.688195991092,154.0
Bannerghatta Road,1476.0,3.0,3,8468.834688346884,125.0
Ambedkar Nagar,1852.0,3.0,3,7019.438444924406,130.0
other,1225.0,2.0,2,3836.734693877551,47.0
Panathur,1597.0,3.0,3,4202.880400751409,67.12
Marathahalli,1152.0,2.0,2,7812.5,90.0
Harlur,1762.0,3.0,3,7548.240635641317,133.0
Kammasandra,1400.0,3.0,3,6571.428571428572,92.0
Rachenahalli,1530.0,2.0,3,4862.745098039216,74.4
Raja Rajeshwari Nagar,1185.0,2.0,2,3389.8734177215188,40.17
Yelahanka,1890.0,3.0,3,5714.285714285715,108.0
Varthur Road,1247.0,2.0,3,4651.162790697675,58.0
Bellandur,1201.0,2.0,2,4995.004163197335,59.99
other,830.0,2.0,2,4819.277108433735,40.0
Electronic City Phase II,1165.0,2.0,2,2600.0,30.29
Bommanahalli,1100.0,1.0,2,5000.0,55.0
9th Phase JP Nagar,1890.0,2.0,3,4920.6349206349205,93.0
other,1685.0,3.0,3,3560.8308605341244,60.0
Battarahalli,1165.0,2.0,2,3690.987124463519,43.0
other,827.0,2.0,2,5441.354292623942,45.0
Uttarahalli,1200.0,4.0,4,14916.666666666666,179.0
Electronics City Phase 1,635.0,1.0,1,4094.488188976378,26.0
other,1050.0,2.0,2,4761.9047619047615,50.0
Jakkur,1819.18,3.0,3,9234.930023417144,168.0
Kanakapura,1500.0,3.0,3,8333.333333333334,125.0
Yelenahalli,1500.0,2.0,3,3800.0,57.0
Raja Rajeshwari Nagar,1751.0,3.0,3,4111.936036550543,72.0
Bommasandra,1020.0,2.0,2,4008.823529411765,40.89
Thanisandra,1148.0,2.0,2,3789.198606271777,43.5
Talaghattapura,1856.0,3.0,3,7273.706896551724,135.0
other,1060.0,2.0,2,4648.11320754717,49.27
Haralur Road,1300.0,2.0,2,4615.384615384615,60.0
Bellandur,1325.0,2.0,2,4905.66037735849,65.0
other,1261.0,2.0,2,4837.430610626487,61.0
other,1100.0,2.0,2,4181.818181818182,46.0
Ramamurthy Nagar,700.0,2.0,2,4714.285714285715,33.0
7th Phase JP Nagar,1675.0,2.0,3,8059.701492537313,135.0
other,1180.0,2.0,2,4745.762711864407,56.0
Uttarahalli,1160.0,2.0,2,3879.310344827586,45.0
Kasavanhalli,1863.0,3.0,4,5636.070853462158,105.0
Sahakara Nagar,1914.0,3.0,3,7784.743991640544,149.0
BTM Layout,1458.0,3.0,3,5418.38134430727,79.0
Babusapalaya,1105.0,2.0,2,3619.9095022624433,40.0
Akshaya Nagar,1662.0,3.0,3,5415.162454873646,90.0
Yelahanka,1556.0,3.0,3,5526.9922879177375,86.0
Jigani,918.0,2.0,2,5446.623093681917,50.0
Sarjapur  Road,1455.0,2.0,3,6735.395189003437,98.0
other,1205.0,2.0,2,5809.128630705394,70.0
BEML Layout,1194.0,2.0,2,5443.886097152429,65.0
Laggere,1200.0,2.0,2,6250.0,75.0
Bannerghatta Road,1100.0,2.0,3,4727.272727272727,52.0
Sarjapur  Road,1405.0,3.0,3,3478.291814946619,48.87
Subramanyapura,929.0,2.0,2,6027.9870828848225,56.0
7th Phase JP Nagar,1035.0,2.0,2,3800.0,39.33
8th Phase JP Nagar,2100.0,4.0,4,4380.952380952381,92.0
Channasandra,1065.0,2.0,2,3800.0,40.47
Bannerghatta Road,1532.5,3.0,3,5500.163132137031,84.29
Hormavu,1093.0,2.0,2,2999.085086916743,32.78
Anandapura,1250.0,2.0,2,3600.0,45.0
Marathahalli,1680.0,3.0,3,6250.0,105.0
Nagarbhavi,1146.0,2.0,2,4363.001745200698,50.0
other,1250.0,2.0,2,4640.0,58.0
Ramagondanahalli,1451.0,3.0,3,4165.40317022743,60.44
other,1424.0,2.0,3,3862.3595505617977,55.0
Gottigere,1435.0,2.0,3,4320.557491289199,62.0
Devanahalli,658.0,1.0,1,4089.665653495441,26.91
Bommanahalli,1300.0,3.0,3,3461.5384615384614,45.0
Whitefield,1242.0,2.0,2,5233.494363929147,65.0
Marathahalli,1910.0,3.0,3,6230.366492146597,119.0
Yelahanka,1610.0,4.0,3,5279.503105590062,85.0
Hulimavu,1127.0,2.0,2,5767.524401064774,65.0
Yelahanka,1075.0,2.0,3,3906.9767441860463,42.0
Mysore Road,1155.0,2.0,2,4415.584415584415,51.0
other,1250.0,3.0,3,4400.0,55.0
other,2200.0,4.0,3,7272.727272727273,160.0
Chandapura,876.0,2.0,2,3367.5799086757993,29.5
Nagarbhavi,1850.0,2.0,3,4810.810810810811,89.0
Kadugodi,1314.0,2.0,2,6316.590563165905,83.0
Rachenahalli,690.0,1.0,1,5768.115942028985,39.8
other,1230.0,2.0,2,4471.544715447155,55.0
Bommasandra,920.0,2.0,2,4043.478260869566,37.2
Sarjapur  Road,1850.0,3.0,3,7567.5675675675675,140.0
Electronic City,1073.0,2.0,2,5591.798695246971,60.0
other,1540.0,3.0,3,4935.064935064935,76.0
Kanakpura Road,1550.0,3.0,3,4096.774193548387,63.5
Kalyan nagar,1198.0,2.0,2,5425.709515859767,65.0
HBR Layout,1656.0,3.0,3,5434.782608695652,90.0
other,1900.0,3.0,3,8157.894736842105,155.0
Ramagondanahalli,1910.0,3.0,3,7434.55497382199,142.0
Mysore Road,1003.0,2.0,2,4287.138584247258,43.0
Whitefield,1495.0,2.0,3,4481.605351170569,67.0
Thanisandra,2172.0,3.0,3,3500.0,76.02
other,1200.0,1.0,2,7916.666666666667,95.0
Whitefield,1548.0,3.0,3,4198.966408268734,65.0
Hosur Road,1689.0,3.0,3,6098.283007696862,103.0
Electronic City Phase II,1031.0,2.0,2,5140.640155189137,53.0
Bhoganhalli,2119.0,4.0,4,5238.319962246343,111.0
Whitefield,1200.0,2.0,2,3844.1666666666665,46.13
other,1060.0,2.0,2,3490.566037735849,37.0
other,1100.0,2.0,2,5545.454545454545,61.0
Hennur Road,1250.0,2.0,3,6230.4,77.88
other,1100.0,2.0,2,10000.0,110.0
Whitefield,1200.0,2.0,2,3844.1666666666665,46.13
Seegehalli,1420.0,2.0,3,3239.43661971831,46.0
Electronic City,1500.0,2.0,3,5200.0,78.0
other,1942.0,3.0,3,7981.462409886714,155.0
Haralur Road,1985.0,3.0,3,6549.11838790932,130.0
Sarjapur  Road,950.0,1.0,1,4200.0,39.9
other,1200.0,4.0,3,6666.666666666667,80.0
Green Glen Layout,1752.0,3.0,3,5993.1506849315065,105.0
Abbigere,1200.0,3.0,4,10000.0,120.0
Old Madras Road,1480.0,2.0,3,5675.675675675676,84.0
Sarjapur  Road,1826.0,3.0,3,7119.386637458927,130.0
8th Phase JP Nagar,1035.0,2.0,2,3800.0,39.33
Kasavanhalli,1667.0,3.0,3,5518.896220755849,92.0
Thanisandra,934.0,2.0,2,5888.650963597431,55.0
Mahadevpura,1620.0,2.0,3,4691.358024691358,76.0
Electronic City,1070.0,2.0,2,4392.523364485981,47.0
Uttarahalli,1280.0,2.0,3,4687.5,60.0
other,1400.0,2.0,2,4285.714285714285,60.0
other,1330.0,2.0,2,4812.0300751879695,64.0
Balagere,1012.0,2.0,2,5394.268774703557,54.59
Electronic City Phase II,1611.0,2.0,3,3000.0,48.33
Whitefield,1405.0,3.0,3,4128.113879003558,58.0
other,1515.0,3.0,3,5940.59405940594,90.0
Thigalarapalya,1830.0,4.0,3,8196.72131147541,150.0
Kaggadasapura,1710.0,3.0,3,3508.7719298245615,60.0
BTM Layout,935.0,2.0,2,5508.0213903743315,51.5
Jakkur,2197.0,3.0,3,6190.259444697314,136.0
Yeshwanthpur,1678.0,3.0,3,5490.464839094159,92.13
Brookefield,1410.0,2.0,3,5673.758865248227,80.0
Jakkur,1125.0,2.0,2,5777.777777777777,65.0
Magadi Road,1191.0,2.0,3,4649.8740554156175,55.38
Thubarahalli,1200.0,2.0,2,6583.333333333333,79.0
CV Raman Nagar,1525.0,2.0,3,4393.44262295082,67.0
other,1464.0,3.0,3,3825.136612021858,56.0
Seegehalli,920.0,2.0,2,2934.782608695652,27.0
Yelahanka,651.0,1.0,1,2688.1720430107525,17.5
Chikkabanavar,600.0,1.0,2,4166.666666666667,25.0
Chandapura,645.0,1.0,1,2550.3875968992247,16.45
Thanisandra,1185.0,2.0,2,3713.0801687763715,44.0
Electronics City Phase 1,1190.0,2.0,2,5714.285714285715,68.0
Whitefield,1355.0,2.0,2,5387.453874538745,73.0
KR Puram,1200.0,1.0,2,5416.666666666667,65.0
Yelahanka New Town,500.0,2.0,1,4800.0,24.0
Bommasandra Industrial Area,1250.0,3.0,3,4000.0,50.0
Uttarahalli,1480.0,2.0,3,3918.9189189189187,58.0
other,1206.0,2.0,2,4394.69320066335,53.0
Rajaji Nagar,1357.0,2.0,2,9579.955784819454,130.0
Hosakerehalli,925.0,2.0,2,5027.027027027027,46.5
8th Phase JP Nagar,909.0,2.0,2,4499.4499449945,40.9
Brookefield,1100.0,2.0,2,5000.0,55.0
Vidyaranyapura,1100.0,2.0,2,4909.090909090909,54.0
Subramanyapura,975.0,2.0,2,6666.666666666667,65.0
Raja Rajeshwari Nagar,1306.0,2.0,2,3382.08269525268,44.17
other,1200.0,4.0,4,7916.666666666667,95.0
Kalena Agrahara,610.0,1.0,1,6393.44262295082,39.0
Yelahanka,1484.0,2.0,3,3800.5390835579515,56.4
Ramamurthy Nagar,1125.0,2.0,2,4177.777777777777,47.0
Bhoganhalli,1447.0,2.0,2,5250.172771250864,75.97
Kundalahalli,2075.0,3.0,3,5542.168674698795,115.0
other,1250.0,2.0,2,4640.0,58.0
Horamavu Banaswadi,1272.0,2.0,2,4048.7421383647797,51.5
other,625.0,2.0,2,3840.0,24.0
1st Phase JP Nagar,840.0,2.0,1,5952.380952380952,50.0
Rayasandra,583.0,1.0,1,4614.065180102916,26.9
other,900.0,2.0,2,3000.0,27.0
Sarjapur  Road,1115.0,2.0,2,4484.304932735426,50.0
other,1464.0,2.0,2,3825.136612021858,56.0
Kanakapura,2200.0,3.0,3,5500.0,121.0
Whitefield,750.0,1.0,1,6800.0,51.0
Marathahalli,1600.0,3.0,3,3625.0,58.0
Chikkalasandra,1365.0,2.0,3,3589.74358974359,49.0
other,1300.0,3.0,3,4923.076923076923,64.0
other,1200.0,1.0,1,5750.0,69.0
Hormavu,1260.0,2.0,2,2777.777777777778,35.0
Electronics City Phase 1,1190.0,2.0,2,2850.4201680672268,33.92
Vishwapriya Layout,1250.0,3.0,3,3040.0,38.0
Kaggadasapura,1500.0,3.0,3,5000.0,75.0
Banashankari Stage V,1510.0,3.0,3,3150.3311258278145,47.57
7th Phase JP Nagar,1187.0,2.0,2,4970.513900589722,59.0
Kundalahalli,1120.0,2.0,2,4800.0,53.76
Whitefield,1115.0,2.0,2,3099.103139013453,34.555
other,1717.0,3.0,3,5765.87070471753,99.0
other,2099.0,3.0,3,4525.964745116722,95.0
Kasturi Nagar,1100.0,2.0,2,5272.727272727273,58.0
other,1200.0,1.0,1,4000.0,48.0
Bannerghatta Road,1465.0,2.0,3,3131.0580204778157,45.87
Kothanur,1500.0,1.0,1,5000.0,75.0
Haralur Road,1255.0,2.0,3,7171.314741035857,90.0
5th Phase JP Nagar,1220.0,2.0,2,7213.11475409836,88.0
Electronic City Phase II,1065.0,2.0,2,2899.5305164319248,30.88
Sultan Palaya,1765.0,3.0,3,4532.57790368272,80.0
Bellandur,1281.0,2.0,2,6791.569086651054,87.0
Electronic City,1210.0,2.0,2,2066.115702479339,25.0
Kaggadasapura,1215.0,2.0,2,3539.0946502057614,43.0
Ananth Nagar,1200.0,3.0,4,7250.0,87.0
Mysore Road,1237.0,2.0,2,5901.3742926434925,73.0
Lakshminarayana Pura,1300.0,2.0,2,5384.615384615385,70.0
Whitefield,1105.0,2.0,2,3619.004524886878,39.99
Chandapura,1505.0,2.0,3,2790.6976744186045,42.0
Banashankari,1186.0,2.0,2,5480.607082630691,65.0
Kengeri,750.0,2.0,2,4733.333333333333,35.5
Varthur,1083.0,2.0,2,2585.410895660203,28.0
other,1430.0,2.0,3,5500.000000000001,78.65
Thanisandra,1056.0,2.0,2,6439.393939393939,68.0
other,2108.0,3.0,3,4032.2580645161293,85.0
Banashankari,1650.0,3.0,3,6121.212121212121,101.0
Electronic City Phase II,1220.0,3.0,3,3000.0,36.6
Rayasandra,1198.0,2.0,2,4507.512520868114,54.0
other,1190.0,2.0,2,5882.35294117647,70.0
other,900.0,2.0,2,4555.555555555556,41.0
Kanakapura,1340.0,2.0,2,4850.746268656716,65.0
Yelahanka,1260.0,2.0,2,4698.412698412699,59.2
Talaghattapura,2254.0,3.0,3,6787.93256433008,153.0
JP Nagar,820.0,2.0,2,5487.804878048781,45.0
Electronic City,1296.0,2.0,2,5015.432098765432,65.0
Uttarahalli,1190.0,2.0,2,4500.0,53.55
Whitefield,1173.0,2.0,2,6564.364876385337,77.0
Sarjapura - Attibele Road,1800.0,3.0,3,5000.0,90.0
Yelahanka,1102.0,2.0,2,4718.693284936479,52.0
Sarjapur,913.0,2.0,2,3943.0449069003284,36.0
Hormavu,1176.0,2.0,3,2999.149659863946,35.27
Prithvi Layout,1620.0,3.0,3,4012.3456790123455,65.0
Yelahanka,1519.0,2.0,2,4279.131007241606,65.0
Hosur Road,1345.0,2.0,2,7881.0408921933085,106.0
other,1594.0,3.0,3,6210.790464240903,99.0
other,1250.0,2.0,2,5440.0,68.0
Haralur Road,1056.0,2.0,2,5681.818181818182,60.0
Whitefield,1200.0,3.0,3,5700.000000000001,68.4
other,1290.0,1.0,2,6007.751937984496,77.5
other,1150.0,2.0,2,4173.913043478261,48.0
other,1464.0,2.0,2,9904.371584699453,145.0
Anekal,1200.0,2.0,4,3000.0,36.0
Gollarapalya Hosahalli,861.0,2.0,2,4239.256678281068,36.5
Kundalahalli,1047.0,2.0,2,7891.117478510028,82.62
other,1200.0,2.0,2,6250.0,75.0
other,1065.0,2.0,2,4225.352112676056,45.0
Ramamurthy Nagar,1000.0,2.0,2,6200.0,62.0
Lingadheeranahalli,1682.0,3.0,3,6718.192627824019,113.0
Harlur,1756.0,3.0,3,7460.136674259681,131.0
Vittasandra,1238.0,2.0,2,5437.802907915992,67.32
Dasanapura,814.0,2.0,2,5159.7051597051595,42.0
Dodda Nekkundi,1145.0,2.0,2,4061.1353711790393,46.5
Varthur,965.0,2.0,2,3523.316062176166,34.0
other,750.0,2.0,2,4800.0,36.0
Banashankari,1300.0,2.0,3,4230.7692307692305,55.0
1st Phase JP Nagar,1590.0,3.0,3,8238.993710691824,131.0
Begur Road,644.0,1.0,1,6211.180124223602,40.0
Whitefield,982.0,2.0,2,3767.8207739307536,37.0
Indira Nagar,1260.0,2.0,2,7936.507936507936,100.0
Rayasandra,1555.0,3.0,3,4834.083601286174,75.17
Kaggadasapura,1225.0,2.0,2,3918.3673469387754,48.0
Electronics City Phase 1,1085.0,2.0,2,4239.6313364055295,46.0
Thanisandra,1595.0,3.0,3,6896.551724137931,110.0
Raja Rajeshwari Nagar,1196.0,2.0,2,3381.2709030100336,40.44
Yelahanka,1859.0,3.0,3,5809.575040344271,108.0
9th Phase JP Nagar,1079.0,2.0,2,5560.704355885079,60.0
Whitefield,1118.0,2.0,2,3756.7084078711987,42.0
CV Raman Nagar,1198.0,2.0,2,5008.347245409015,60.0
Thigalarapalya,1830.0,4.0,3,7377.049180327869,135.0
Banashankari Stage VI,1160.0,2.0,2,5086.206896551724,59.0
other,1485.0,2.0,3,10505.050505050505,156.0
other,2070.0,3.0,3,6521.739130434783,135.0
Kannamangala,957.0,2.0,2,5485.8934169279,52.5
Bannerghatta Road,1268.0,2.0,2,5441.640378548896,69.0
Bannerghatta Road,1450.0,2.0,3,6000.0,87.0
other,1600.0,2.0,3,4687.5,75.0
Uttarahalli,1330.0,2.0,3,4285.714285714285,57.0
Jakkur,1355.0,2.0,3,4797.047970479704,65.0
Horamavu Banaswadi,1272.0,2.0,2,4048.7421383647797,51.5
other,1100.0,2.0,2,3499.090909090909,38.49
Sarjapur  Road,1220.0,3.0,3,4754.098360655737,58.0
Chikkalasandra,1075.0,2.0,2,4349.767441860465,46.76
other,800.0,2.0,2,6875.0,55.0
Vasanthapura,995.0,2.0,2,3499.497487437186,34.82
other,900.0,1.0,2,4888.888888888889,44.0
Haralur Road,1140.0,2.0,2,3684.2105263157896,42.0
other,1480.0,2.0,3,8445.945945945947,125.0
Padmanabhanagar,1710.0,2.0,3,5300.0,90.63
Talaghattapura,2106.0,3.0,3,7027.540360873694,148.0
Marathahalli,1602.0,2.0,2,6491.8851435705365,104.0
Sarjapur  Road,1660.0,2.0,3,6987.951807228916,116.0
Electronic City Phase II,1549.0,3.0,3,5164.622336991608,80.0
Marathahalli,700.0,1.0,1,5428.571428571428,38.0
Balagere,1012.0,2.0,2,6324.110671936759,64.0
Marathahalli,1469.0,3.0,3,6058.543226684819,89.0
Whitefield,1216.0,2.0,2,5674.3421052631575,69.0
Electronic City Phase II,1065.0,2.0,2,5270.422535211268,56.13
Thanisandra,1411.0,3.0,3,6601.700921332388,93.15
Pai Layout,1400.0,2.0,2,4107.142857142857,57.5
Hoskote,1250.0,3.0,3,2320.0,29.0
Haralur Road,1245.0,2.0,2,4979.919678714859,62.0
Choodasandra,1115.0,2.0,2,4484.304932735426,50.0
Vidyaranyapura,1000.0,2.0,2,3500.0,35.0
Panathur,1580.0,3.0,3,4550.0,71.89
Subramanyapura,1800.0,3.0,3,5000.0,90.0
other,1500.0,2.0,2,8666.666666666666,130.0
Chandapura,645.0,1.0,1,2550.3875968992247,16.45
Kothannur,1275.0,3.0,3,3450.9803921568628,44.0
Kasavanhalli,1494.0,3.0,3,5488.621151271754,82.0
Bhoganhalli,1949.0,3.0,3,6618.778860954336,129.0
BTM Layout,1020.0,2.0,2,4558.823529411765,46.5
Mysore Road,883.0,2.0,2,5096.262740656852,45.0
other,2010.0,3.0,3,6218.905472636816,125.0
Yeshwanthpur,1240.0,2.0,2,6451.612903225807,80.0
6th Phase JP Nagar,1213.0,2.0,2,5193.734542456719,63.0
Hegde Nagar,1835.0,3.0,3,4795.6403269754765,88.0
Gottigere,945.0,2.0,2,4761.9047619047615,45.0
other,1504.0,2.0,3,6648.936170212766,100.0
Lakshminarayana Pura,1569.0,3.0,3,9560.229445506691,150.0
Harlur,1755.0,3.0,3,7407.407407407408,130.0
Vijayanagar,1760.0,3.0,3,7954.545454545455,140.0
Hoodi,1240.0,2.0,2,3543.548387096774,43.94
Electronics City Phase 1,1450.0,3.0,3,5002.758620689656,72.54
5th Phase JP Nagar,1000.0,2.0,2,4800.0,48.0
Choodasandra,1215.0,2.0,2,4855.9670781893,59.0
Yelachenahalli,1330.0,3.0,3,5526.315789473684,73.5
Raja Rajeshwari Nagar,1178.0,2.0,2,6366.723259762309,75.0
other,2040.0,2.0,2,2892.156862745098,59.0
Bellandur,2000.0,3.0,3,4250.0,85.0
other,1602.0,2.0,3,10299.625468164793,165.0
other,1200.0,4.0,4,10833.333333333334,130.0
Parappana Agrahara,1194.0,2.0,2,3852.5963149078725,46.0
Sarjapur  Road,1700.0,3.0,3,6352.941176470588,108.0
Jigani,1200.0,3.0,3,5416.666666666667,65.0
other,1500.0,3.0,3,4800.0,72.0
Karuna Nagar,1240.0,3.0,3,13306.451612903225,165.0
Kanakpura Road,1737.0,3.0,3,4893.494530800231,85.0
TC Palaya,900.0,2.0,2,6111.111111111111,55.0
other,1280.0,2.0,3,3750.0,48.0
CV Raman Nagar,1560.0,2.0,2,5448.717948717948,85.0
Kambipura,883.0,2.0,2,4983.012457531144,44.0
Kengeri Satellite Town,750.0,2.0,2,4400.0,33.0
other,900.0,2.0,2,5000.0,45.0
Hormavu,1030.0,2.0,2,4791.26213592233,49.35
7th Phase JP Nagar,1850.0,3.0,3,8378.378378378378,155.0
Hennur Road,1831.0,3.0,3,6007.646095030038,110.0
other,1095.0,2.0,2,3500.4566210045664,38.33
Electronic City Phase II,1320.0,2.0,3,2888.636363636364,38.13
Sarjapur  Road,1272.5,2.0,3,3200.0,40.72
7th Phase JP Nagar,1000.0,2.0,2,6100.0,61.0
Budigere,1820.0,3.0,3,4692.307692307692,85.4
Bisuvanahalli,1075.0,2.0,3,3813.953488372093,41.0
TC Palaya,1500.0,3.0,3,5533.333333333333,83.0
Kadugodi,925.0,1.0,1,4400.000000000001,40.7
